Region,Elevation,Slope,Aspect,Soil Type,Land Cover,Avg Annual Temp,Avg Annual Precip,GDD,Seasonal Precip Variability,Solar Radiation,Wind Speed,Humidity,Suitability Index
Western Europe,1885,23.296812356005887,121.77684660955492,Sandy,Forest,23.339935602774624,1675,1497,21.08562024803669,22.356920119941776,2.674669223636534,78.77716010196495,0.8
Russia,963,13.12809229385395,300.9406463965068,Loam,Cropland,20.044616627667242,979,1364,30.889455534999456,29.85765671176037,1.1326249185439479,81.50326737913218,0.8
Central Asia,574,29.389872753856697,286.03815084466993,Peat,Urban,32.99062770205832,1998,510,20.03626437295139,21.860611343958336,4.447605699647806,67.9730872444832,0.4
Western Europe,1845,10.518766565529274,2.5640958717460327,Clay,Forest,9.351765386709987,1073,1305,28.17539827882547,29.98478804307707,5.6398122931270205,87.62351425237094,0.6
South Asia,1070,19.62276386989975,210.21072427622414,Clay,Urban,9.512737050750918,1834,1896,28.72682355225301,20.195741418032338,6.747517970923515,73.01817049993087,0.6
South Asia,1702,24.14475014851183,208.48746833005524,Clay,Cropland,8.310089765691359,850,939,31.76664363316447,10.992869375879675,0.45483279863547066,81.94122838987192,0.6
Eastern Europe,921,29.490634568478704,304.82072592350346,Sandy,Grassland,11.431851245758672,1455,809,24.245975961670595,11.850556140223674,1.4467671251440608,85.53288729927017,0.6
South Asia,1189,7.838059281806183,44.667075865239184,Sandy,Cropland,1.5988643547335268,315,1929,35.15875722560315,22.38665209271877,6.453598238321486,86.33597870634975,0.4
Western Europe,2245,4.424574369052272,101.18816147814002,Clay,Forest,10.349692125400471,796,661,49.987602692960635,19.08217023007332,6.603201462945111,55.21988315054039,0.6
Western Europe,1909,27.996858835726293,248.4615129595947,Loam,Forest,30.279962685657246,741,1120,27.886482965165445,24.396730237151072,0.08482551819021089,57.1443637047195,0.4
Western Europe,371,8.444522274634187,164.40880102007804,Peat,Grassland,18.47929484155153,1431,1150,43.97773333228573,27.466021794474255,0.24821323727982458,80.33420655362022,0.6
Russia,2175,22.478261201013883,10.705561990103082,Clay,Forest,1.574928409461882,1197,632,48.287556802163266,28.083394423346544,6.056984390826819,80.45371052344265,0.6
Russia,1730,22.802006454052442,209.15291791500982,Sandy,Urban,22.475095936433064,1805,1262,38.51793862507715,25.815246652163005,6.854712331611799,52.86331063031578,0.8
Western Europe,390,28.013114626830177,66.31635448562018,Loam,Urban,23.24982037724217,546,1349,35.34146291483798,23.488387979020864,3.7213561015047616,69.54318387901283,0.6
Russia,873,19.04130500345069,46.38564794410845,Peat,Forest,12.951849399073971,1825,1145,22.95356856249268,25.39145954433244,3.9554024690886807,50.13280351793102,0.6
Eastern Europe,1364,22.020403582950657,41.54999431500275,Sandy,Grassland,-3.602874529,1721,1156,24.66937985634962,25.228375324957987,0.18617014132597354,82.06499841514182,0.6
South Asia,1463,13.674522186624497,346.5174740573959,Loam,Forest,-2.326752413,1616,1838,37.724142618871774,23.862367573826756,0.005812772399853894,66.02837492420001,0.6
South Asia,356,2.0069577108302528,135.96156521458735,Sandy,Grassland,18.788909624945127,345,1840,33.39090595759333,12.964804052461123,1.98132963433918,54.81378741285249,0.4
Central Asia,2128,24.47976101766329,351.95175685470224,Clay,Forest,13.355600616041077,283,923,35.671557998216464,19.237474893403643,1.4823852463426535,62.11505899936755,0.4
Central Asia,247,0.19385402756126546,169.23107751734642,Clay,Cropland,3.0974873808029635,565,672,45.182124983776006,17.68738336798686,5.748904072321288,78.96500500576391,0.6
Central Asia,2116,7.407179133611555,355.6327681977914,Clay,Grassland,20.279831058255002,1498,1076,29.402296900796994,26.63053009590434,4.1665277317477845,51.193359504908685,0.8
South Asia,678,28.7212670642088,319.9828458025652,Clay,Forest,28.08436988339222,414,1456,31.47568560764772,19.110118462498917,3.425325874352363,67.17908328717758,0.4
Russia,1063,1.6271331548143686,232.28196203838684,Loam,Urban,3.1383558249432664,858,1554,20.66965236817468,16.41732299463328,6.168279458150834,65.85221210439697,0.6
Central Asia,2244,1.201177013458039,242.82373693544358,Clay,Forest,14.998336895233578,517,1534,45.59650559015306,19.948155504331197,6.754746919188636,78.94958413255117,0.6
Western Europe,1724,16.45145337844969,161.63621340159273,Clay,Grassland,17.206553165443207,1306,1663,29.930790054934693,12.02403006239787,6.637246860344246,76.5841609595828,0.6
Western Europe,1527,10.531418094723449,72.0756303018489,Peat,Forest,26.392470887563235,571,1495,43.687385212638425,20.023838135247196,0.10174470360137167,85.66757760477475,0.6
Western Europe,672,3.4203397196755567,213.55200181298505,Peat,Grassland,17.5518116810561,1851,1137,29.913248671264903,28.50679654814457,4.797172984671555,74.91813975580094,0.6
Western Europe,581,7.795350198570816,275.8544926217284,Sandy,Urban,3.9342430335861813,1341,851,29.999872308129017,17.993228179701156,0.6073816035367837,57.692918947804955,0.6
Eastern Europe,142,2.0005375401486756,12.474058879758534,Peat,Grassland,3.663818257992153,1136,1337,23.537231217549877,25.477772630334957,1.5836554879115763,78.91052883076456,0.6
Eastern Europe,2280,17.750453062454884,140.15598854900998,Peat,Urban,13.546217873268404,1315,520,46.692783866963566,13.133975058966453,4.894968106204592,58.30216781129665,0.6
Eastern Europe,286,26.401550574681945,288.67617125691004,Peat,Forest,-1.522615927,805,1265,39.81959566815664,25.395046521369835,6.2530561869756385,53.89962424898999,0.6
Russia,1466,26.36108801375463,293.608935098596,Clay,Grassland,-3.442779437,1730,1450,21.976560659959937,24.3215279182767,0.6675629077857489,54.393099103607724,0.6
Western Europe,2170,17.87370936159918,167.32845627790726,Peat,Cropland,-1.601378885,907,1678,44.84761838102044,16.40286136516448,0.5156992892114106,58.03705003845167,0.6
Western Europe,614,3.0206961767448792,158.40738297494667,Loam,Urban,4.46032553541858,1684,890,42.134293768860246,19.037146448729995,5.055429358539028,78.81539145534487,0.6
South Asia,1698,15.346294526694438,113.35799968060316,Clay,Grassland,10.228502998014765,581,1628,26.175415246806182,25.83117164840854,4.383674314557265,82.31544223841988,0.6
South Asia,1529,19.678662195915216,106.66586404843031,Sandy,Forest,5.467767911346705,662,1595,37.04261363845332,19.59397570362591,2.0586100263475524,66.50456184598657,0.6
Central Asia,1387,3.462109901420779,162.76986605282428,Clay,Forest,-1.957708254,770,744,45.416294807446235,25.931089769020346,4.5739834202684175,77.5119600993422,0.6
South Asia,1459,13.792509812891359,52.172469401882346,Peat,Forest,-1.903541435,1651,1885,45.00652653029425,17.309264225362952,3.4691428861504416,50.035105743718944,0.6
Russia,1299,19.58566515349637,160.96923004439915,Sandy,Cropland,-2.539956866,1265,1774,49.04612765156101,18.35542370325946,0.6704609067021059,58.512210550918034,0.6
Eastern Europe,799,23.695858019004287,40.95468412382366,Sandy,Urban,3.8891494407587324,391,1313,28.752710607487728,26.054558356282076,5.002243101992221,57.67149342039067,0.4
Russia,1974,4.610062845550406,104.45119781031691,Sandy,Forest,34.04315029994704,394,1826,35.42525976497024,10.314934876969815,4.142136664923121,65.88196096770594,0.4
Western Europe,2292,13.82072067762456,224.2006571546104,Sandy,Forest,7.816699246278276,464,1315,42.510781330514675,25.879375041437616,4.505089869341164,81.24760529167361,0.4
South Asia,1762,12.356049503282005,14.834943940213412,Sandy,Grassland,26.624097894227976,269,1963,30.816290023079162,24.094441917643902,0.06620570990179575,84.5660077792459,0.4
Eastern Europe,2401,23.534236606669392,148.3847980142665,Peat,Cropland,0.7759760205107069,1000,1650,28.036449568884944,16.083338395114474,6.355498193680455,82.82712231696556,0.6
Western Europe,451,10.546570169077352,194.3050582771391,Sandy,Cropland,18.93782845103633,432,1378,48.818877243778545,15.037825635353405,5.553524196434853,62.603569017595895,0.4
Eastern Europe,656,0.44259836427621213,189.0505680386248,Clay,Grassland,4.28412111110398,575,650,32.49036411862314,16.940436596133956,5.875086213215659,74.0514252480424,0.6
Russia,1633,23.520899591083523,211.79881642755768,Sandy,Forest,27.404377707217876,630,709,35.534206572766976,25.55785698217313,5.218563669654734,79.67172497186368,0.6
South Asia,443,13.936537135065114,172.42532352212586,Sandy,Grassland,7.918064793351833,1838,975,37.97094547114418,17.74029919193708,5.690055088504251,63.55927340204745,0.6
Russia,694,28.914518130792295,45.62576186083096,Loam,Forest,1.1861337632025082,932,1169,32.653388706331945,28.918576407715705,2.888238662406196,69.25384158997224,0.6
South Asia,2433,2.2874159471430735,240.1255288907646,Loam,Forest,17.32056719026382,393,815,44.268429484268694,22.023324222988144,0.5227857097570064,72.33748043388715,0.4
Western Europe,859,10.073648206728416,232.01631545343753,Peat,Forest,16.545113643494073,1920,1301,25.781651738490048,11.261082226273613,5.571802711079383,65.07169302431181,0.6
South Asia,1337,0.6433882604085661,287.5293945082761,Peat,Cropland,13.690422582641517,1884,505,22.580168973067686,12.183370774161359,0.5799988933533534,70.83661813968453,0.6
Western Europe,2446,6.011183395975567,55.264375612624775,Loam,Urban,18.61363121347675,438,1647,44.592649654151096,26.92207378784663,1.4036355577144346,84.03848837297019,0.4
Central Asia,1991,13.684658611672395,225.17549484628458,Sandy,Urban,23.42390088490946,1226,1037,49.9107329670355,24.10886197736504,5.48404129246443,50.381079315777455,0.8
Western Europe,2040,29.323213460615506,125.96661681985724,Loam,Grassland,19.827985360502836,1778,1628,20.844057661162548,10.591089020357163,2.442096820328359,75.40352412305106,0.6
Central Asia,1030,3.2867596885011574,237.06642341223161,Clay,Urban,11.06504121701651,1364,935,33.84225421227557,15.019230734855531,5.854263898190224,68.0881034083508,0.6
Eastern Europe,2002,21.13795250660975,212.1307617914876,Loam,Grassland,34.81364353566129,579,1401,40.8453454469814,11.659382804104286,2.0096309277436077,53.08862721752514,0.4
South Asia,1666,3.026640120896472,211.98031735285883,Clay,Forest,30.295702490240906,820,1820,44.03832940423531,28.952590147073163,4.044040590609388,82.6814348535103,0.4
South Asia,2482,14.78915968187445,350.19004173788414,Sandy,Cropland,29.609797825280992,1116,835,33.00530850742418,23.148057043347713,1.681274308010852,85.40637514469493,0.8
Russia,1163,8.167957251355089,104.44377823173467,Peat,Grassland,20.80899011279488,209,1130,22.897623526157133,26.949616476654946,2.973255216546292,71.31150184953623,0.4
South Asia,854,7.719715538613619,104.89365970511838,Loam,Cropland,21.019842139728272,605,1195,29.256698041138012,28.271305390092614,3.1877130332082695,67.20638985314483,0.6
Eastern Europe,1121,29.431377585651852,230.69378710500166,Sandy,Urban,12.700409047040267,203,759,26.21030950278137,19.0083953419382,6.945027108184495,69.85888581447875,0.4
Eastern Europe,182,15.857987300233031,19.1116506760768,Sandy,Cropland,29.899678494144766,1336,1152,49.549024631621506,14.070110424785348,4.853407257910415,76.27173798108245,0.8
Central Asia,1216,11.98167000135259,320.92325921637274,Peat,Forest,-1.575115882,1403,1137,26.28911960813133,13.22898883073049,0.9640007373000999,66.82616511123841,0.6
Russia,384,15.047598850089695,139.0230896828211,Clay,Forest,31.56079032377597,1228,924,48.36481654440079,26.272475808242884,2.0335900070043396,54.073197818796785,0.4
Eastern Europe,497,18.204495696896835,219.2359329417998,Sandy,Forest,28.12422549902095,859,672,25.94004263150555,15.034734620685239,1.639250995690237,76.05897556170005,0.8
Central Asia,2430,11.057912794107777,297.7704139825844,Sandy,Cropland,34.21766504898651,1788,748,20.138979324896912,21.754207063606223,0.9476895111121695,57.58296377208185,0.4
Russia,2412,23.042096031645606,52.894357238663964,Peat,Cropland,-4.89333458,232,1736,29.80637991515739,21.09028554828367,6.363486163875528,57.610188724651415,0.4
South Asia,1737,1.9685751479139646,335.20636486022164,Sandy,Cropland,14.227038860254787,1010,1747,36.89496297418761,12.610081176108356,0.3524449207425513,88.75984140427477,0.6
South Asia,2092,22.24532000665537,9.798064463381394,Loam,Grassland,10.904862162466955,200,642,38.73934958713714,15.735899810071434,0.34590149541008897,87.9361837931068,0.4
Central Asia,2453,10.762638584067663,152.41927738854915,Clay,Forest,22.574442698136153,637,1330,45.43337798617854,16.649312830458282,0.8914695943322404,59.181712116209,0.6
Central Asia,929,26.897019645972133,232.5032719016493,Clay,Forest,5.752660821702854,538,1744,47.58490817385663,28.799996785776408,3.0742428056620654,72.30055534407484,0.6
Eastern Europe,653,18.09324389583774,306.6757064083553,Clay,Urban,17.11155141178105,1573,1060,31.67118898228361,17.78631703655293,0.24663835649195898,65.60442539003682,0.6
Russia,414,15.440162650933253,67.3213294116714,Peat,Forest,8.511530348490544,1417,1452,47.94008677786628,29.280365290791217,4.653115026045585,83.88799259019808,0.6
Eastern Europe,1101,1.0880657580280262,187.04291402351294,Clay,Forest,13.538581840195043,354,1916,39.56044428732257,26.629760195854303,4.987841881788074,75.41618285455809,0.4
Russia,1349,22.86537267292417,17.97686066658182,Sandy,Forest,33.83630396092821,1166,1382,48.33416146100791,12.163317640033249,4.594542224236833,58.09079226449619,0.4
Eastern Europe,2121,29.624453974077277,92.88632475519378,Loam,Cropland,34.21737234204472,1467,1109,29.772173168061723,24.35829148071152,4.506097707204205,65.45242666350117,0.4
Central Asia,197,16.273950631881423,58.02141427179065,Peat,Cropland,0.020949538100563103,554,1082,26.97433504808756,26.762939546400165,2.0463418058632117,71.81376539502651,0.6
Central Asia,259,25.690915166723915,83.65869915866466,Loam,Urban,-0.109512548,1412,1982,27.302473880841767,28.541032610913973,4.4890330482189125,77.9251490877729,0.6
Central Asia,597,24.261617612688013,51.40666261212593,Peat,Grassland,31.10526327038238,655,1921,27.416450254583552,28.64032637606245,0.6414871793971737,66.71608859646085,0.4
Russia,484,5.276498406952221,234.6286872510275,Peat,Forest,-0.62744137,822,1341,38.610712938041836,22.97437094964267,6.8896233571583805,80.40141801102197,0.6
Central Asia,1871,29.353189317193777,285.6652137706927,Clay,Grassland,26.281450194811434,1358,1177,43.447376199360555,18.613460613009458,1.2750319306440985,66.17915141751715,0.8
South Asia,2041,4.270595844241143,170.0963763655314,Clay,Grassland,1.1807865610955837,1039,1847,28.141437331601086,28.733037428817266,5.713947462101856,67.8020347168131,0.6
Eastern Europe,2463,24.136733002942634,190.20228265424214,Sandy,Grassland,15.807971897445547,911,679,29.347787570438605,15.867863909122859,0.03759212786917232,87.14378066645531,0.6
Russia,665,2.7558748501061614,115.11963535574978,Clay,Cropland,27.929266911733833,851,1893,42.132049071929984,21.838994349133106,4.61123407068952,88.4744077713807,0.8
Western Europe,1413,1.8281588041517638,132.5189132279584,Loam,Urban,15.179479840763996,252,1709,44.21229480863174,19.220689079459234,5.615902137871733,72.33466559546756,0.4
Russia,959,6.712310738524286,256.1514419056631,Peat,Grassland,8.835703504382447,807,809,31.716489595559683,16.38685862166218,6.740838545932002,73.46100995893312,0.6
Eastern Europe,1071,29.5138711963828,209.0451365554787,Loam,Cropland,3.9419824703118156,949,1275,49.383491092943856,26.68473919158207,5.421056730798186,63.501706136379696,0.6
South Asia,1526,0.8038885141802721,184.9558327044771,Loam,Urban,32.789149635773185,919,1725,38.63730296485427,24.74684554618063,3.2260863535561644,70.92516929659047,0.4
Eastern Europe,607,25.237350654632557,117.94410283331352,Clay,Urban,29.39735212384506,1121,781,33.572960374427915,26.287216092562673,3.9617727825383424,89.76462235090163,0.8
Central Asia,1364,19.932000932427588,88.9286087074076,Sandy,Grassland,18.390817042612543,1693,1272,49.232659269739266,20.64415339075508,2.5584245623835598,58.50582881121123,0.6
Russia,2190,8.192468562094366,318.2346111511911,Loam,Forest,31.346457696547013,479,553,41.59223780708735,26.28372423410521,0.24691838648858988,77.72429246408605,0.4
Western Europe,2499,20.906240134688332,207.00984973684868,Sandy,Cropland,19.76774277450901,1864,513,36.68960649274604,16.769869102037816,0.8320891166980905,64.0420182300405,0.6
Western Europe,1164,10.924845975717915,261.1556258027589,Sandy,Grassland,17.06618075326531,1626,977,37.823281422417125,10.239507690402867,4.6800955877434935,51.10965463182123,0.6
Western Europe,886,19.101915909328756,33.654076341363805,Loam,Cropland,15.339499031253936,1619,1586,26.58735298318413,26.31869597836269,4.7904358773945805,68.26706305147272,0.6
Western Europe,676,2.1744189746130402,79.98858285987744,Peat,Grassland,-4.90881641,402,1627,42.84946443619288,19.902611546667814,0.22114224221449919,89.09244548727743,0.4
Russia,2133,9.633304571741682,287.88433619112465,Loam,Cropland,-2.457516813,1351,1068,46.64982266601363,18.998688656360116,0.5933075027590581,80.04882021025693,0.6
Western Europe,110,22.069097751797607,359.66026967387575,Loam,Grassland,26.2529645978306,1038,1353,21.73118329486913,27.687009061693495,0.720898370626182,52.82993355296159,0.8
Central Asia,1950,13.420719081458769,337.27778292963836,Clay,Grassland,-2.677033714,690,1847,39.59636852464273,16.991375631044214,6.4797943681082755,54.64929477592741,0.6
Western Europe,1039,6.513991688235466,121.1909521852025,Loam,Urban,23.306434805834563,956,881,43.32640498451897,17.54100525617902,6.889236459739645,54.15830054945529,0.8
Central Asia,689,24.112797294598316,187.73013163939626,Peat,Urban,-4.012911173,751,1357,30.315501034578322,23.394542248852776,5.13268999921341,62.257870931925225,0.6
Western Europe,2265,20.21075446616905,152.1500393507717,Peat,Grassland,22.690659412732227,698,1107,41.17265284104348,22.22565574951692,0.20538160784875237,80.28258887572343,0.6
Eastern Europe,893,6.628169844693952,235.99290194627125,Sandy,Cropland,-4.829218966,651,989,27.87916861166652,11.753032742257485,2.9603162325020556,53.79767519356053,0.6
Eastern Europe,1382,10.380542244577512,169.34669292152066,Clay,Cropland,-1.260430124,869,1280,36.97810980391185,12.048464391463236,3.3391112418404614,79.07734249325306,0.6
Russia,1316,9.833167937160358,220.62761212955357,Clay,Forest,-4.943992044,1353,1390,23.87790768472972,14.009807090257766,1.6428839963332376,50.98237067843833,0.6
Eastern Europe,2187,18.94954479885997,311.9737976687914,Sandy,Forest,10.185505299246058,1015,1228,27.689826002480704,19.85901653873163,6.824538179948266,57.83334957448326,0.6
Eastern Europe,737,16.17934312246512,198.30858262150804,Peat,Grassland,7.8547153914895205,1937,1884,37.12570312253463,10.018416773853641,5.550419982998747,81.79639680820921,0.6
Russia,1258,6.122897261094265,173.14251187278168,Sandy,Urban,21.573773309749026,1393,1423,42.180747190151365,13.061555503837276,2.335300323135281,64.40578029396761,0.8
Russia,1508,24.91625382424408,354.2359817552297,Clay,Forest,30.06292054770973,642,558,23.58441375455242,21.06617386194949,3.9577454345513057,65.3676893734927,0.4
Central Asia,374,17.825848398630278,124.32761964479062,Sandy,Forest,5.701495767651771,1938,503,47.03332007028372,24.482750292516663,2.1474371099554563,71.19760450375604,0.6
Western Europe,1433,16.0152248499456,256.9026070630854,Loam,Grassland,26.561016474606078,1668,1361,34.62970365626856,20.78556781135053,0.7597755286831814,51.87420452299813,0.8
Russia,1568,19.721470667300434,163.88228527303477,Sandy,Urban,7.751088436868315,680,1490,48.594155622034656,25.676468696071062,0.9658324863477339,52.78969979010756,0.6
South Asia,1384,12.751098717153782,119.84751451352804,Loam,Grassland,-1.18569291,958,732,33.89025929717936,26.81972559606261,0.316704469300392,73.13952689109294,0.6
Central Asia,1251,10.200675978540513,228.73199359463376,Sandy,Urban,12.251086681319727,1500,1349,21.580377722632996,20.2594565929303,2.9869897254415716,60.05948760383062,0.6
Eastern Europe,2490,27.827194288165597,120.23124233230088,Peat,Grassland,20.623910831284668,1198,1658,42.587207124309884,15.985629660711565,3.3459112701587594,59.84488039822756,0.8
South Asia,220,24.918555466743207,305.35917648322476,Clay,Forest,34.04025360268765,499,1010,20.058484509719182,26.867200668604262,4.66312284380285,60.26580006909748,0.4
Central Asia,736,6.595699274803741,36.25228531447289,Peat,Grassland,25.193408520301443,865,1587,46.82875206966807,10.329604925761,2.826974939696657,55.98942945441946,0.8
Western Europe,228,4.07956877003496,252.77983212908484,Clay,Urban,23.81756011302484,349,693,44.968926872475016,11.833867854857713,0.48476627896361124,71.88970082827936,0.4
South Asia,1303,20.10243371573604,332.1135005043491,Clay,Urban,3.1321413448609405,1927,1752,23.740447763391575,20.140385526874205,0.9621248581472953,69.22745450958752,0.6
Western Europe,1450,16.644467984471884,312.96788866941466,Sandy,Grassland,8.90500558570913,1094,1413,34.083861124731584,14.424468266354985,4.490792691003497,51.74009582824513,0.6
Russia,907,27.957071188169078,216.6812039742976,Loam,Cropland,-4.929267126,744,1030,27.219370062181586,19.49311588706152,2.9257204689466856,87.59662821257623,0.6
Eastern Europe,2236,22.98572358938936,185.143784991158,Clay,Grassland,18.187120362503364,1739,719,44.662387487163734,12.735540628585703,0.37327092679120544,75.03920865110305,0.6
South Asia,2429,18.730757078785945,100.78004503139945,Sandy,Urban,18.048969307686704,280,1427,35.69637336086123,27.113122525978806,3.5138560258038893,86.10405356782529,0.4
Russia,278,13.615835736936061,256.0101432421401,Peat,Forest,12.710400288302704,806,1400,37.38462750184564,26.934322107327475,2.2890260799043283,68.55926269426396,0.6
Central Asia,1190,9.1726188433536,127.17638725353271,Peat,Cropland,-0.004619363,743,1148,23.37924420515037,18.94999924225302,2.344462326537432,82.66500613441157,0.6
South Asia,647,16.42810759332657,232.81327286147635,Peat,Cropland,18.04597052189942,1968,840,26.035018270612227,17.172982924840667,6.1866584115595105,54.389110039335115,0.6
Central Asia,2314,18.977232838293123,70.83642490810969,Loam,Forest,-2.52926644,1407,1641,38.75110666561035,29.29471735141992,2.9222265151814346,74.77477371793353,0.6
Eastern Europe,229,22.94641533050346,340.93995987802487,Peat,Urban,28.57216151912843,979,1121,46.07821079192065,20.59802884253765,6.945880559146435,69.29241363602559,0.8
Western Europe,1768,2.5183992369862462,34.87272297446337,Loam,Urban,24.801483453816694,1788,871,39.88180440199367,22.80095861446384,6.672283256262274,64.66016474397799,0.8
Central Asia,1048,17.098604798327454,14.25312169518206,Clay,Cropland,12.277621382690079,906,1641,47.292789746336965,14.07695007877164,2.458056314512117,78.88614241728014,0.6
Western Europe,810,8.21482229155439,184.47477029004713,Peat,Urban,-4.54580241,1452,1805,31.827578424287434,19.919205318977607,5.505453318475191,69.7699267943197,0.6
Western Europe,1093,24.458879946935244,307.44310280716377,Clay,Forest,3.596547144699546,1308,1910,49.84445280022841,13.48946060891266,5.9922817622109745,78.64235056374099,0.6
Eastern Europe,1799,0.12159467363777599,90.95125897727974,Loam,Urban,15.31505889181268,819,1026,33.819288564699534,17.272659582326636,5.9144283002272084,79.72350097524964,0.6
Central Asia,1985,4.778182208925231,206.56304202834596,Loam,Cropland,28.384175700389925,1556,1142,23.980846921622472,11.205572430132445,6.310831388966847,68.23812716170411,0.8
Western Europe,2153,15.992173824522666,157.07249773438963,Peat,Forest,32.370277345551514,1320,1911,22.86672639738553,25.932458559996466,4.050001035684944,70.50012355947908,0.4
Eastern Europe,1288,0.8904564311432894,50.0395597088051,Peat,Cropland,9.91613539916421,401,1216,21.11530236887894,16.649611041489386,6.643575541449671,82.86241865651965,0.4
South Asia,2077,14.77229726647191,219.13568240454137,Peat,Grassland,12.016663341831233,1868,577,24.660900497593488,11.726349725337826,2.696774074151317,89.46420705858131,0.6
Russia,1328,6.462257088467086,211.89330052479716,Peat,Grassland,8.789618636767216,1974,1730,31.927340462605436,28.34282789360354,6.050084720058126,58.85957786657124,0.6
Russia,854,5.986434318921484,168.38005720388284,Peat,Urban,24.25766273422129,1008,1819,22.627676004224327,14.734098576974565,1.4950124418792536,54.87392307696924,0.8
South Asia,1726,21.340510878951246,68.18018283276898,Peat,Urban,-3.275260298,600,1097,33.65018349719345,27.429317042247852,0.6866122292207352,83.57161394791352,0.6
Russia,1175,25.078124798101566,307.7093750666532,Peat,Urban,18.956007309920576,568,784,20.01842828290185,15.586125400759542,4.838853161104911,70.16040195380643,0.6
Western Europe,542,2.2338025226266502,325.02620365942516,Clay,Urban,19.196856379841144,1364,836,26.84178777882572,21.66524507963633,6.937803955088213,69.1405031769803,0.6
Russia,901,16.900550152399596,219.5953273813131,Clay,Grassland,1.4861315653355556,450,1036,44.30875056948243,19.996172098733624,0.7471772930783223,71.68901634805525,0.4
Western Europe,1115,27.62509030646595,93.53878613606153,Clay,Forest,31.74373235999316,394,1102,28.89619653513207,20.12840686681902,6.773125427796857,76.58055805986433,0.4
Western Europe,739,21.99204052113461,20.5209134453222,Peat,Urban,6.826290568773651,871,1096,40.63537505137163,17.563676126390448,1.9502792098300021,84.93102364318528,0.6
Russia,317,14.734454937000978,108.50454403048965,Peat,Cropland,20.109736618343433,346,1652,44.22681515078632,26.355044554888348,2.8148250954494234,80.71488834672883,0.4
Western Europe,1523,17.842144597050762,200.14879369009927,Sandy,Grassland,28.815261669055616,1714,1639,45.56495797692374,21.422638294214522,5.758178338544787,74.0218352758007,0.8
Western Europe,2015,22.431435389725394,261.5431818038266,Loam,Urban,15.932597722367163,489,680,28.60396470808439,17.072548086804474,3.512435244482514,86.24095295423456,0.4
Central Asia,1955,3.0049210949438763,234.3718202386689,Sandy,Urban,34.9884690726336,307,1242,34.85921327341335,25.951392444636674,5.007168450379397,80.85529932946713,0.4
Central Asia,1180,2.070953046162204,313.90614302316266,Peat,Urban,12.523737237014355,365,1746,29.297655949812672,27.343382751460815,0.445022529539736,67.25613939077635,0.4
Western Europe,634,11.04361495460236,314.9714054592361,Loam,Forest,5.714278788133335,1226,1323,36.05679347102903,22.488719445404257,4.395497882299722,56.825614748608004,0.6
Western Europe,1226,16.041535693174804,191.1899677169309,Loam,Forest,14.523245940930266,1618,1561,22.27135785579391,23.442752695646778,3.854452376750002,58.44878876981916,0.6
Western Europe,1979,15.492778175256083,77.0124781400968,Sandy,Grassland,26.4358487153564,798,1720,25.47133848163063,26.22252558866248,1.929811358737954,77.75457464963772,0.6
Russia,202,21.22248250459478,195.5240033804252,Sandy,Forest,22.39362817589971,708,776,33.195757642086555,22.855710362765116,6.615258644399322,66.70441772567204,0.6
South Asia,1910,25.3969455724405,315.8421689299937,Loam,Grassland,14.462993508505264,980,1128,42.94583739835644,25.58556659043701,1.5862357314565114,67.18032460669072,0.6
Western Europe,1373,13.01257767308087,134.73924096878093,Sandy,Cropland,15.101669578490366,681,889,34.16247310598307,18.188263330477874,0.08151743691934499,69.85883614106093,0.6
South Asia,710,20.24740457400596,165.46028762128034,Sandy,Grassland,15.864190368032986,263,1259,20.723665857519276,26.351840477546194,4.5071300019836125,70.08285440573337,0.4
Russia,2388,20.01426616001645,3.0577648420805126,Clay,Forest,5.175089911879823,383,1856,20.200171421806886,23.790503366188915,5.939561637624923,58.98784526106524,0.4
Russia,656,26.70112438390844,208.14194716530017,Loam,Cropland,27.792095423475864,758,1054,30.285832560233032,19.42313481296992,1.1725132578713335,60.257959320378305,0.6
Russia,941,28.842547004805937,348.97002846058973,Loam,Forest,31.31222862605425,1711,1860,45.35367892251127,24.128213458823648,1.896584495020797,73.81677603111324,0.4
South Asia,2172,11.961779093433183,16.53533924499079,Sandy,Forest,31.23164722151634,1739,849,39.45173266735256,23.415683398026932,3.9113281081969435,77.78610322344129,0.4
South Asia,1155,4.624406002105389,323.3171998126406,Sandy,Cropland,-4.391487541,959,525,39.0666846384248,10.285960029801178,6.849790842794153,78.91568565551232,0.6
Western Europe,2222,10.872581153217563,65.37687168170318,Sandy,Urban,19.413662517063727,1445,597,24.529303473380565,21.438538932929006,0.5213585200180844,64.30081670318442,0.6
Western Europe,337,20.265785162947978,301.1921577615221,Clay,Grassland,28.688498679771108,1093,1824,40.9531361517259,13.648685079705924,6.7477351922241455,61.177690933858045,0.8
Russia,493,20.19746630546277,166.405897718164,Sandy,Grassland,6.611766311764352,908,1238,27.686470851117658,24.224156603661886,4.896937063708025,58.11673413440334,0.6
South Asia,1798,1.928350358018588,285.19717632872135,Clay,Forest,33.98733008093941,1474,1672,31.88732799946304,20.61070072738081,6.639097463747993,66.8689904183004,0.4
Central Asia,185,9.893399840064903,90.94047885547428,Peat,Urban,24.67407688383661,229,1079,49.71574972836904,29.086762462245797,0.7316942215831259,62.69459194775921,0.4
Western Europe,238,17.73331951632084,200.0335907856085,Clay,Grassland,-2.247677863,393,1494,25.75989822572725,29.514464975484394,6.665318456329273,50.1036180357884,0.4
